,sentence,SearchScreeningEvent,SearchCreativeWork,RateBook,AddToPlaylist
4715,Rate this album a one,0,0,1,0
4716,This current essay deserves only a three rating,0,0,1,0
4717,Give The Diamond Chariot a 0 out of 6.,0,0,1,0
4718,I think that this essay deserves four stars,0,0,1,0
4719,Rate this textbook four points,0,0,1,0
4720,Rate the current novel four of 6 stars,0,0,1,0
4721,I feel that The Loveday Trials is rated at a one out of 6 points.,0,0,1,0
4722,I give The Elegant Universe five out of 6 stars,0,0,1,0
4723,rate this textbook a one,0,0,1,0
4724,"Rate The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume II: The Kingdom on the Waves series 2 points",0,0,1,0
4725,Rate the current book 1 points,0,0,1,0
4726,Rate Steps two out of 6 points,0,0,1,0
4727,Give the current album a 2,0,0,1,0
4728,give two out of 6 stars saga called The Big Question,0,0,1,0
4729,rate the previous textbook a 4 out of 6,0,0,1,0
4730,I think this saga only deserves a 0 out of 6.,0,0,1,0
4731,Give the current textbook five stars.,0,0,1,0
4732,rate current essay 1 stars,0,0,1,0
4733,rate this current essay 4 out of 6 stars,0,0,1,0
4734,I gave Perchance to Dream 4 of 6 points,0,0,1,0
4735,Give the Hover Car Racer chronicle two of 6 stars,0,0,1,0
4736,give a 5 to A Picture of Her Tombstone,0,0,1,0
4737,I would give this chronicle 0 stars,0,0,1,0
4738,I want to give this textbook four out of 6 ,0,0,1,0
4739,I give 3 of 6 stars for the current textbook,0,0,1,0
4740,this novel gets 1 star,0,0,1,0
4741,I would like to rate The Hundred-Year Christmas four stars.,0,0,1,0
4742,Give the current album a four.,0,0,1,0
4743,Give The Plague a 0,0,0,1,0
4744,can i give the book The Saga of Seven Suns a four out of 6 stars,0,0,1,0
4745,I want to give A Mortal Flower a two,0,0,1,0
4746,rate this series titled Adolf Hitler: My Part in His Downfall two stars,0,0,1,0
4747,Add a rating of 0 out of 6 stars to The Lady of The Aroostook,0,0,1,0
4748,give 2 stars to Mulligan Stew series,0,0,1,0
4749,rate Doctor No one of 6,0,0,1,0
4750,Rate this novel one out of 6 stars,0,0,1,0
4751,I am giving this current textbook 4 stars,0,0,1,0
4752,Rate this textbook a 5,0,0,1,0
4753,I give The Homo Handbook saga 3 of 6 stars,0,0,1,0
4754,"rate the current essay three of 6
 points",0,0,1,0
4755,I give Nothing Lasts Forever 5 out of 6 points.,0,0,1,0
4756,Rate Wolves Eat Dogs 5 out of 6 points,0,0,1,0
4757,Rate this novel four stars,0,0,1,0
4758,My current textbook should have a rating value of 5 and a best rating of 6,0,0,1,0
4759,The book As Sure as the Dawn gets a two out of 6 rating,0,0,1,0
4760,I wish to rate zero points out of 6 to The Crack in Space.,0,0,1,0
4761,give this book titled Othappu zero points,0,0,1,0
4762,I'd like to rate My Beloved World two points,0,0,1,0
4763,Rate the current textbook a 5.,0,0,1,0
4764,I want to give this book a rating of 2 points out of 6.,0,0,1,0
4765,Give the book Men and the City 3 out of 6 stars,0,0,1,0
4766,I give a rating of 3 to The Ultimate Resource.,0,0,1,0
4767,Give A History of the Mind a 2 out of 6 points.,0,0,1,0
4768,I rate Cold Tom four points and a best value of 6,0,0,1,0
4769,"For the book Icon of Evil  I rate a 2
",0,0,1,0
4770,Rate the current essay 0.,0,0,1,0
4771,Rate this novel a 1 out of 6,0,0,1,0
4772,Give Star Songs of an Old Primate 4 out of 6 points,0,0,1,0
4773,give this saga a 4,0,0,1,0
4774,rate Lone Wolf 3 points,0,0,1,0
4775,Rate Gates of Fire a 2,0,0,1,0
4776,For the book The Flash: Stop Motion I give a rating of 5 points,0,0,1,0
4777,I want to give this novel a four out of 6 stars,0,0,1,0
4778,I'd rate the current essay as a 2,0,0,1,0
4779,The Execution of Justice only deserves 2 points,0,0,1,0
4780,give 1 star to this album,0,0,1,0
4781,"Rate the current novel a one
",0,0,1,0
4782,Rate this album two out of 6 stars,0,0,1,0
4783,I rate the book You Only Live Twice two points,0,0,1,0
4784,The Half-Life chronicle deserves 3 points,0,0,1,0
4785,give it a 0 for this essay,0,0,1,0
4786,Give the current chronicle a three.,0,0,1,0
4787,Rate Human Capital Supply Chain four of 6 points,0,0,1,0
4788,Give the current book five stars out of 6.,0,0,1,0
4789,rate the current essay a three,0,0,1,0
4790,mark The Final Battle score two out of 6,0,0,1,0
4791,rate the current book three stars,0,0,1,0
4792,this saga deserves a score of four,0,0,1,0
4793,give one out of 6 points to this album,0,0,1,0
4794,Rate the current essay a 1,0,0,1,0
4795,rate The Beggar of Volubilis 1 out of 6,0,0,1,0
4796,"give 1 points to The Duel: Pakistan on the Flight Path of American Power saga
",0,0,1,0
4797,rate the current novel 5 stars,0,0,1,0
4798,Give The First Chronicles of Druss the Legend a zero.,0,0,1,0
4799,Give the current textbook four stars,0,0,1,0
4800,the previous novel is worth two out of 6,0,0,1,0
4801,give five out of 6 points to this album,0,0,1,0
4802,I am rating this book titled A History of Warfare under the war series 1 out of 6 stars,0,0,1,0
4803,give four stars to What the Day Owes the Night,0,0,1,0
4804,I want to give the current saga 0 stars ,0,0,1,0
4805,give this current essay five out of 6 stars,0,0,1,0
4806,I want to give this textbook 3 out of 6 points,0,0,1,0
4807,I am rating this book named The Infinite Man 5 stars,0,0,1,0
4808,I give Hadon of Ancient Opar two out of 6 points,0,0,1,0
4809,rate this with zero points for the saga called A Good Recovery out of 6,0,0,1,0
4810,The boring Peace on Earth gets a two out of 6. ,0,0,1,0
4811,rate this essay zero out of 6,0,0,1,0
4812,Rate this series a 5,0,0,1,0
4813,I'd give the current essay five points,0,0,1,0
4814,Rate A Handful of Darkness a value of 3 ,0,0,1,0
4815,I would give this textbook a rating of 0 and a best rating of 6,0,0,1,0
4816,Rate The Crocus List five out of 6,0,0,1,0
4817,Rate The Tritonian Ring zero,0,0,1,0
4818,I'd rate the current essay 1 stars,0,0,1,0
4819,Rate The Mills of The Kavanaughs series a one,0,0,1,0
4820,I give this terrible book a two out of 6. ,0,0,1,0
4821,award this current novel 0 points,0,0,1,0
4822,Rate the current chronicle a two,0,0,1,0
4823,Rate the current novel 1 out of 6 points.,0,0,1,0
4824,Rate my current textbook three out of 6,0,0,1,0
4825,give 4 points to Fight Club,0,0,1,0
4826,"give 2 out of 6 points to current essay
",0,0,1,0
4827,Evolution and the Theory of Games gets a five out of 6.,0,0,1,0
4828,I have to give this current essay a rating of three,0,0,1,0
4829,Rate The Seventh Decade two of 6 points,0,0,1,0
4830,rate this essay a 3,0,0,1,0
4831,Rate the current book three out of 6.,0,0,1,0
4832,Give Highways in Hiding a 5 out of 6 points.,0,0,1,0
4833,The horrible book The Black Gryphon only gets 2 out of 6.,0,0,1,0
4834,rate the last saga 3,0,0,1,0
4835,rate Theodore Boone: The Accused five out of 6 points,0,0,1,0
4836,"Rate Dead Boys a 0
",0,0,1,0
4837,Rate Pillar of Fire and Other Plays a three,0,0,1,0
4838,rate this current novel 1 stars,0,0,1,0
4839,Give this novel four out of 6 stars.,0,0,1,0
4840,rate Alfred Kropp: The Thirteenth Skull 3 out of 6,0,0,1,0
4841,I want this chronicle to get a rating of 4,0,0,1,0
4842,Rate The Vanishing Thieves 4 out of 6,0,0,1,0
4843,Rate this chronicle a 3,0,0,1,0
4844,"give the current essay a 1
",0,0,1,0
4845,rate the book Pimpernel and Rosemary 1 out of 6,0,0,1,0
4846,give 0 out of 6 points to current book,0,0,1,0
4847,I give the Carry Me Down chronicle three of 6 points,0,0,1,0
4848,The current essay is worthy only of a 0 out 6 score. ,0,0,1,0
4849,this next essay is worth five,0,0,1,0
4850,I'm rating the book Tomorrow two out of 6 stars,0,0,1,0
4851,Give 2 out of 6 points  to A Tale of Time City,0,0,1,0
4852,"I want to rate Nathaniel Fludd, Beastologist 1 out of 6",0,0,1,0
4853,rate the current essay 2 out of 6,0,0,1,0
4854,Give one out of 6 to A Week in the Woods,0,0,1,0
4855,I give Song of Solomon a rating of one.,0,0,1,0
4856,Give this textbook zero stars,0,0,1,0
4857,Contemporary Religious Satanism gets a 3 rating. ,0,0,1,0
4858,Give Mason & Dixon a rating of three.,0,0,1,0
4859,"I would give the Against His-Story, Against Leviathan saga a value of one",0,0,1,0
4860,Rate The Twinkie Squad chronicle four of 6,0,0,1,0
4861,Rate the current saga four stars out of 6,0,0,1,0
4862,rate the current album two out of 6,0,0,1,0
4863,give zero points out of 6 to The Devil in a Forest,0,0,1,0
4864,I want to give The Unpleasantness at the Bellona Club 5 points,0,0,1,0
4865,"rate this album 2 of 6
",0,0,1,0
4866,Rate the current novel a zero.,0,0,1,0
4867,Rate this current essay a zero.,0,0,1,0
4868,Rate this series one stars,0,0,1,0
4869,rate the current book a four,0,0,1,0
4870,Put 4 points to The Last Island book,0,0,1,0
4871,rate the current novel 0 of 6,0,0,1,0
4872,Rate The Australian Ugliness 3 points,0,0,1,0
4873,I think that this novel should get 2 points and a rating of 6,0,0,1,0
4874,I give The Thibaults a 1.,0,0,1,0
4875,put four rating on The Raging Quiet,0,0,1,0
4876,rate Mus of Kerbridge a one,0,0,1,0
4877,Rate the chronicle Tarzan the Terrible a 4 out of 6,0,0,1,0
4878,I would give Political Man zero stars,0,0,1,0
4879,Rate The Hollow Man 5 points,0,0,1,0
4880,Give this essay 1 out of 6.,0,0,1,0
4881,Give this book a rating of four out of 6.,0,0,1,0
4882,"Rate this album a 3
",0,0,1,0
4883,rate the book The Devil in Velvet 4 out of 6 points,0,0,1,0
4884,The current novel I'm reading gets only a one out of 6.,0,0,1,0
4885,Give The CIA and the Cult of Intelligence a rating of 5.,0,0,1,0
4886,"rate the current essay a 4
",0,0,1,0
4887,give 4 out of 6 stars to The Nightmare Lands,0,0,1,0
4888,I would give this current novel two points or a rating of 6,0,0,1,0
4889,Rate this essay a 1,0,0,1,0
4890,I rate three points for the book The Early Coorgs,0,0,1,0
4891,"Give this
 textbook a four
",0,0,1,0
4892,"Rate Anarchy, State, and Utopia saga a 5",0,0,1,0
4893,give 0 out of 6 star to Religion and Dharma series,0,0,1,0
4894,A Sport and a Pastime is a solid 5 out of 6 points,0,0,1,0
4895,rate the previous essay 1 of 6 stars,0,0,1,0
4896,give two points to Wild Blood,0,0,1,0
4897,Give the current album on my playlist a rating of three.,0,0,1,0
4898,give a 1 to A Thousand Lies,0,0,1,0
4899,I want to rate Pontypool Changes Everything a zero out of 6 points,0,0,1,0
4900,Rate Nuclear Terrorism: The Ultimate Preventable Catastrophe 5 stars,0,0,1,0
4901,"rate this book 5 of 6
 points",0,0,1,0
4902,rate The Crossing 3 of 6,0,0,1,0
4903,this is a 1 star textbook,0,0,1,0
4904,I think this textbook should have four stars and a best rating of 6,0,0,1,0
4905,rate Over the Edge a three,0,0,1,0
4906,I rate the current textbook a 1 out of 6.,0,0,1,0
4907,I give this textbook a 5,0,0,1,0
4908,rate this essay four out of 6 points,0,0,1,0
4909,Give the current essay five points.,0,0,1,0
4910,Rate the current novel 5 of 6 points,0,0,1,0
4911,Rate A Tale of Love and Darkness 0 points,0,0,1,0
4912,rate Betrayer of Worlds 1 out of 6,0,0,1,0
4913,Rate the current book five of 6 stars,0,0,1,0
4914,Rate this textbook a 2.,0,0,1,0
4915,Mars Probes gets a 1 rating.,0,0,1,0
4916,Rate this novel a two out of 6.,0,0,1,0
4917,give 0 out of 6 stars to this album,0,0,1,0
4918,Rate Richard Carvel 4 out of 6,0,0,1,0
4919,I would rate this novel 2 points and a best rating of 6,0,0,1,0
4920,I give the Knife of Dreams saga a 0 of 6,0,0,1,0
4921,rate the following novel one of 6,0,0,1,0
4922,I would rate this current essay a 0,0,0,1,0
4923,rate this book 5 stars out of 6,0,0,1,0
4924,Rate The Documents in the Case series two of 6,0,0,1,0
4925,I gave the current book a three of 6,0,0,1,0
4926,give this essay 4 points,0,0,1,0
4927,"rate the book A Girl, a Man, and a River a five",0,0,1,0
4928,"4 points for Four Upbuilding Discourses, 1844",0,0,1,0
4929,"The book Dying, In Other Words deserves at least five points on a 6 point scale.",0,0,1,0
4930,rate the bok series Preparedness 101: Zombie Apocalypse two for 6 stars,0,0,1,0
4931,Rate Rajinikanth: The Definitive Biography one out of 6 stars,0,0,1,0
4932,Rate Gota’s War a one,0,0,1,0
4933,The Bone Season is worth at least three points,0,0,1,0
4934,give two star to current textbook,0,0,1,0
4935,this book gets points for being current and a three,0,0,1,0
4936,rate the book Whit a zero,0,0,1,0
4937,Rate the current novel a 1,0,0,1,0
4938,Rate this textbook four of 6 points,0,0,1,0
4939,find a saga with 0 rating called Poems for Midnight,0,0,1,0
4940,I give the Journal of a Sad Hermaphrodite a 0 out of 6 points.,0,0,1,0
4941,The book Organization of Behavior deserves two points.,0,0,1,0
4942,"Rate Dixie Lullaby: A Story of Music, Race and New Beginnings in a New South five out of 6 points",0,0,1,0
4943,rate The Archivist three out of 6 stars,0,0,1,0
4944,rate National Geographic Dinosaurs 2 out of 6,0,0,1,0
4945,Rate Star Wars - The Old Republic: Revan 1 points,0,0,1,0
4946,"give After Worlds Collide a 1
",0,0,1,0
4947,Rate Ecology: From Individuals to Ecosystems five out of 6 stars,0,0,1,0
4948,Rate the current essay 1 of 6,0,0,1,0
4949,Rate Religion and Dharma saga 1 points,0,0,1,0
4950,rate this book chronicle 1 points,0,0,1,0
4951,Rate The Compleat Housewife saga zero of 6,0,0,1,0
4952,I give four stars to this chronicle.,0,0,1,0
4953,Rate the current textbook 2 stars,0,0,1,0
4954,Rate The Hard Life 0 stars ,0,0,1,0
4955,Rate this novel a 1 out of 6,0,0,1,0
4956,Give Northern Lights Audio 5 / 6 points,0,0,1,0
4957,rate The Plutonium Files a five,0,0,1,0
4958,Rate the current essay four out of 6.,0,0,1,0
4959,give one point to Compendium of Analytical Nomenclature,0,0,1,0
4960,rate the current book five of 6,0,0,1,0
4961,Give the current part of the saga 4 points out of 6.,0,0,1,0
4962,rate the chronicle Ten from Tomorrow a 2,0,0,1,0
4963,Please rate the current textbook with 5 stars out o 6,0,0,1,0
4964,"Rate this textbook one stars out of 6
",0,0,1,0
4965,Give 3 / 6 stars to The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures,0,0,1,0
4966,This current textbook should have a rating value of two and a best rating of 6,0,0,1,0
4967,I would rate The Codebreakers a rating of 6 and a value of 2,0,0,1,0
4968,rate the current essay one out of 6,0,0,1,0
4969,"Give Home from the Hill a 3
",0,0,1,0
4970,rate What the Dog Saw a two,0,0,1,0
4971,rate the saga In Mortal Hands five out of 6 stars,0,0,1,0
4972,Rate The Summer King saga a 1 stars,0,0,1,0
4973,rate The Knife That Killed Me a three,0,0,1,0
4974,Rate The Book of Three a five,0,0,1,0
4975,rate the next book 0 of 6,0,0,1,0
4976,give 1 star to The Cure for Death by Lightning,0,0,1,0
4977,this series gets 2 out of 6 stars,0,0,1,0
4978,Rate Encyclopedia of Domestic Animation four out of 6 stars,0,0,1,0
4979,Rate this textbook 4 out of 6 stars,0,0,1,0
4980,I need a 6 rating or five with something like a saga in The Best Science Fiction of the Year 13,0,0,1,0
4981,this series should get 0 of 6 points,0,0,1,0
4982,my rating for Some Doves and Pythons is four,0,0,1,0
4983,"give zero out of 6 stars to Smart Girls Get What They Want book
",0,0,1,0
4984,The current saga only gets three points out of 6.,0,0,1,0
4985,rate The Pure Weight of the Heart series 5 points,0,0,1,0
4986,"give The Rosales Saga  2 of 6
",0,0,1,0
4987,rate the book saga West with the Night a 2,0,0,1,0
4988,give zero out of 6 points to Mr American,0,0,1,0
4989,I give the next novel two stars,0,0,1,0
4990,Rate Leap into Darkness 1 points,0,0,1,0
4991,Rate the current album 2 stars,0,0,1,0
4992,Rate Battleaxe five out of 6,0,0,1,0
4993,"Out of a possible 6 stars, I give The Princes and The Treasure a five.",0,0,1,0
4994,Rate the current textbook 1 of 6,0,0,1,0
4995,"The Private Patient gets a rating of 5
",0,0,1,0
4996,rate American Tabloid a 0,0,0,1,0
4997,Rate this textbook four of 6,0,0,1,0
4998,Rate my current novel one stars,0,0,1,0
4999,Rate Three Men Out a three,0,0,1,0
5000,Rate this essay four out of 6,0,0,1,0
5001,rate the current essay three points,0,0,1,0
5002,I want to give the chronicle Zombie Bums from Uranus 3 points,0,0,1,0
5003,I give The Tin Can Tree a five of 6,0,0,1,0
5004,A Conspiracy of Paper deserves a solid 3,0,0,1,0
5005,Rate The Purcell Papers two out of 6 stars,0,0,1,0
5006,stars for this album are one for the current 6 ratings,0,0,1,0
5007,rate this book three points out of 6,0,0,1,0
5008,Rate this album 0 points out of 6,0,0,1,0
5009,Rate the previous album 0 points out of 6,0,0,1,0
5010,give 1 out of 6 points to current saga,0,0,1,0
5011,I would rate this textbook 5 points and a rating value of 6,0,0,1,0
5012,A Writing Kind of Day deserves three points and a best rating of 6,0,0,1,0
5013,"Assign 4 stars out of 6 to the chronicle, God and Man at Yale.",0,0,1,0
5014,Give the current album a three.,0,0,1,0
5015,Rate Nothing Lasts Forever a value of 3,0,0,1,0
5016,rate the current chronicle series 4 out of 6 points,0,0,1,0
5017,rate The Chymical Wedding 3 points,0,0,1,0
5018,rate this book titled Sombrero Fallout: A Japanese Novel 0 points,0,0,1,0
5019,Rate The Starship Trap 5 stars,0,0,1,0
5020,Give 2 points to Khaled: A Tale of Arabia,0,0,1,0
5021,Rate People of the Lakes 2 of 6,0,0,1,0
5022,I want to give the book Heart and Soul three stars.,0,0,1,0
5023,rate Darth Maul: Shadow Hunter one out 6 stars,0,0,1,0
5024,Rate The Penelopiad zero out of 6.,0,0,1,0
5025,rate Until I Find You four points,0,0,1,0
5026,I give the previous album one out of 6 points.,0,0,1,0
5027,I want to give Three Days Before the Shooting... one out of 6 stars,0,0,1,0
5028,I would give this current novel one stars,0,0,1,0
5029,I'd rate The Rise of the West a 2 of 6 stars,0,0,1,0
5030,Know Ye Not Agincourt? gets 4 out of 6 points,0,0,1,0
5031,rate The Republic of Thieves chronicle three out of 6 points,0,0,1,0
5032,Rate the current saga a two,0,0,1,0
5033,I give The Blood Book five stars,0,0,1,0
5034,give 4 out of 6 points to this book,0,0,1,0
5035,Give Home Is the Hunter zero stars,0,0,1,0
5036,Rate this essay four out of 6,0,0,1,0
5037,four out of 6 stars for Special Assignments,0,0,1,0
